pickup_date,pickup_time,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
3,20,1,-74.00298309,40.72331238,-74.0015564,40.72882462,215
2,16,5,-73.97833252,40.75407028,-73.95973206,40.77275848,870
6,22,1,-73.86338043,40.76988983,-73.83712769,40.72135925,814
3,20,1,-73.99725342,40.71796036,-73.99925232,40.73001862,637
2,21,1,-73.95839691,40.77262878,-73.95513153,40.7742424,57
2,18,2,-73.99120331,40.74955368,-73.97919464,40.74630737,589
3,17,1,-73.99232483,40.73072052,-73.87250519,40.77449799,2275
3,23,1,-73.9888382,40.76890182,-73.95553589,40.77174377,647
5,13,3,-73.96472168,40.80660629,-73.98457336,40.76067734,1628
6,17,1,-73.94314575,40.78963089,-73.98947906,40.76276398,2337
3,00,1,-74.01116943,40.70360565,-74.00569153,40.74135971,674
4,21,1,-73.98031616,40.7588501,-74.01013947,40.70508194,1190
6,12,1,-73.95049286,40.77126694,-74.00124359,40.74649048,1191
2,14,1,-73.98712158,40.76847458,-73.97582245,40.75971222,785
1,19,1,-73.98638916,40.75661469,-73.99979401,40.76163101,520
6,18,1,-73.96260834,40.75882721,-73.95419312,40.76405334,218
6,07,1,-73.99041748,40.75688171,-73.98197937,40.75999069,222
1,21,1,-73.99363708,40.7342186,-73.96146393,40.76929855,1204
4,23,1,-73.78247833,40.64464569,-73.98112488,40.72088623,1782
5,20,2,-74.01395416,40.7128334,-73.99755096,40.7180748,1174
1,11,1,-73.96882629,40.75419617,-73.97275543,40.74661255,336
6,14,1,-74.00328827,40.72697067,-73.99330139,40.73912048,470
5,16,1,-73.99105835,40.73957062,-74.00610352,40.73455048,346
5,15,1,-73.9668808,40.78868103,-73.96282196,40.77572632,419
5,19,1,-73.96167755,40.77596664,-73.85739136,40.733284,1762
3,11,3,-73.86431885,40.7698288,-73.98586273,40.760952,2341
2,13,1,-73.99223328,40.74428177,-74.00823212,40.74882507,406
1,19,1,-73.97698212,40.75030136,-73.99912262,40.73950958,596
6,23,1,-73.97346497,40.75522995,-73.97736359,40.74282074,435
2,13,1,-73.98186493,40.7587738,-73.97022247,40.78414154,1108
3,16,1,-73.7898407,40.6435585,-73.97066498,40.68727875,2824
4,10,2,-73.99197388,40.74999619,-73.97788239,40.75489426,769
6,11,1,-74.00502777,40.74645233,-73.97200775,40.74578094,1826
5,21,1,-73.98141479,40.75673294,-73.9705658,40.75569534,593
2,20,3,-73.78971863,40.64370728,-73.97869873,40.75034332,2065
3,21,1,-73.97401428,40.75715256,-73.94973755,40.77709198,653
6,20,6,-73.78813171,40.64146042,-73.97177124,40.74940872,1884
1,08,1,-73.95603943,40.76760864,-73.96820068,40.78668976,989
4,15,1,-73.97316742,40.75569916,-73.98865509,40.7369957,419
5,11,4,-73.97580719,40.76062775,-73.98778534,40.75492096,962
5,10,1,-73.96588135,40.76284027,-73.96099091,40.77087402,243
1,08,2,-73.98927307,40.7564888,-74.00279999,40.76050186,373
2,17,2,-73.945755,40.77368164,-73.95343018,40.78107834,384
5,17,1,-73.86367798,40.76977158,-74.00721741,40.70489502,2753
3,20,1,-74.00824738,40.7473526,-73.97944641,40.71875,1561
1,23,1,-74.00679779,40.70607376,-73.97402191,40.74407578,505
1,15,2,-73.97727203,40.75735092,-74.00243378,40.7344017,900
6,00,1,-73.87081909,40.77373886,-73.85749817,41.01781082,2116
5,06,1,-73.9990921,40.74549103,-73.9785614,40.76232529,611
4,14,1,-73.98435974,40.74271011,-73.98774719,40.75188828,972
1,14,1,-73.96167755,40.7711792,-73.95211029,40.78435898,604
2,15,1,-73.99385834,40.73579788,-73.99462128,40.75046158,594
4,20,1,-73.95012665,40.78008652,-73.96282959,40.76268387,574
1,11,1,-73.95157623,40.76646805,-73.96021271,40.76054001,297
1,23,1,-73.9992981,40.74953461,-74.00536346,40.74351883,101
6,22,1,-73.95372009,40.77529526,-73.99119568,40.72631836,1041
6,22,1,-73.97679901,40.74995041,-73.98156738,40.7457695,212
2,18,1,-73.96195221,40.80044556,-73.97841644,40.78279114,422
3,20,1,-73.96389008,40.77365112,-74.00511169,40.75149155,1356
2,22,1,-74.00691223,40.73036194,-74.0059433,40.72706985,416
4,12,1,-73.97864532,40.74803543,-73.97013092,40.76273727,1118
6,10,1,-73.97682953,40.78821182,-73.98374939,40.76253128,874
6,20,1,-73.93694305,40.79823303,-73.94638062,40.78088379,321
3,23,1,-73.99005127,40.73801041,-73.99093628,40.72521591,400
1,17,1,-73.97882843,40.7528038,-73.99103546,40.75041962,934
3,19,3,-73.98356628,40.75556183,-73.98236847,40.76696014,773
1,17,3,-73.98841095,40.75896072,-73.99189758,40.77069092,337
5,19,1,-73.9602356,40.76222992,-73.95059204,40.77531433,234
5,13,5,-73.97028351,40.76483154,-73.95757294,40.78247833,474
3,13,1,-73.96865845,40.76450729,-73.87283325,40.77145386,1314
1,22,2,-73.99453735,40.74023438,-73.97618866,40.76259232,482
5,00,1,-73.98511505,40.76872635,-73.95166779,40.77443314,566
2,21,2,-73.98493958,40.75185776,-73.9835434,40.74433517,189
2,20,2,-74.00100708,40.73178101,-73.9871521,40.77100372,913
3,13,2,-73.97285461,40.76440048,-73.97180939,40.75788879,736
4,10,6,-73.99707794,40.72063828,-73.99963379,40.74583817,714
2,06,1,-73.97254944,40.79401779,-73.95405579,40.7663002,815
3,22,2,-73.98477173,40.71057129,-73.9894104,40.73014832,972
3,14,1,-73.98478699,40.74301529,-73.99360657,40.73528671,318
5,18,1,-73.99182129,40.75007629,-73.97105408,40.75669861,625
5,22,1,-73.98498535,40.74858093,-73.98127747,40.76911545,859
3,05,2,-73.9936676,40.74187851,-73.98458862,40.75429916,141
5,17,1,-73.96956635,40.76916504,-73.98652649,40.73033524,983
6,13,2,-73.98995972,40.74108124,-73.97696686,40.74745178,565
5,15,1,-73.98913574,40.7750206,-73.98181915,40.76605988,351
1,15,1,-73.96788025,40.7598114,-73.9538269,40.77888107,342
5,06,4,-74.00670624,40.70555496,-73.99169159,40.74972153,909
5,22,1,-73.99626923,40.74985123,-73.99476624,40.73648071,227
4,09,6,-73.98731995,40.75064087,-73.98928833,40.76940536,1078
4,07,1,-73.97543335,40.75213242,-73.99078369,40.75094223,900
2,18,1,-74.00020599,40.73784637,-74.00031281,40.72286606,631
4,07,1,-73.95545959,40.76730728,-73.98899841,40.69316864,1385
4,09,1,-73.96486664,40.75579071,-73.97580719,40.75735474,869
6,18,1,-73.99916077,40.74436951,-73.9887085,40.75870132,574
3,08,1,-73.97761536,40.76357269,-73.97257233,40.76595688,104
4,08,1,-73.95311737,40.77180099,-73.94792175,40.78314972,418
1,10,1,-74.0016098,40.74081039,-73.99622345,40.72590256,383
1,16,2,-73.96218109,40.81072617,-73.9948349,40.75281143,1117
6,18,1,-73.98696899,40.74285126,-73.99428558,40.76135635,1447
4,08,2,-73.97155762,40.75062943,-73.95262909,40.63159561,2543
6,22,1,-73.95687866,40.77487183,-73.93650818,40.85718536,981
3,04,3,-73.94435883,40.71448898,-73.91053009,40.70949173,755
4,08,1,-73.97279358,40.75559616,-73.87312317,40.77445602,1257
4,14,2,-74.00554657,40.70926285,-73.97014618,40.76274109,1221
4,12,2,-73.98464966,40.74597931,-73.97737885,40.75965118,940
4,20,1,-73.96196747,40.77008057,-73.96077728,40.77505112,126
2,08,1,-73.96942139,40.80003357,-73.9681778,40.79170227,350
2,16,1,-73.98262787,40.76211166,-73.99337006,40.74748993,737
1,12,3,-73.99577332,40.74256897,-74.00809479,40.72277069,690
4,11,2,-74.00007629,40.74829865,-73.98988342,40.73796463,671
2,23,1,-73.9991684,40.73423386,-73.98209381,40.74027634,463
4,14,1,-74.01425171,40.71391296,-74.00462341,40.7053833,367
6,20,1,-73.99089813,40.75066376,-73.99321747,40.73419952,369
1,19,1,-73.97510529,40.75569153,-73.9855957,40.74747467,402
2,09,5,-73.96743774,40.75934982,-74.01268768,40.70161057,1093
1,13,1,-73.97599792,40.75113678,-74.00185394,40.73522949,657
1,15,2,-73.9789505,40.75093079,-73.96439362,40.75496292,530
6,03,1,-73.97978973,40.78126526,-73.94087982,40.82322311,733
5,19,2,-73.98686218,40.7509613,-74.00537872,40.74002838,699
6,21,2,-73.96701813,40.75300598,-73.95162964,40.76935959,294
2,13,1,-73.97038269,40.76499176,-73.94966888,40.76845932,661
6,21,1,-74.00243378,40.7171669,-73.98596954,40.72674942,652
2,17,5,-74.00749969,40.74095154,-74.01664734,40.70491028,586
4,22,2,-73.99538422,40.7492981,-73.98932648,40.71814728,1057
1,11,1,-73.98667908,40.72584915,-73.99746704,40.7351532,580
6,20,5,-73.98002625,40.76596832,-73.99120331,40.75035095,1151
4,09,1,-73.95449829,40.76680756,-73.98778534,40.7208786,660
1,02,1,-74.00772858,40.74060822,-73.98351288,40.73720932,803
4,08,1,-74.00679779,40.73107147,-73.97496033,40.75846863,1954
1,20,6,-73.98092651,40.75524139,-74.00455475,40.7296524,1030
4,14,4,-73.86277771,40.76931381,-73.98612976,40.74858093,2817
3,06,5,-73.98786926,40.76509857,-73.99360657,40.75894928,85
1,01,1,-73.95413208,40.77478409,-73.94741821,40.77963257,194
2,17,1,-73.9720993,40.78220749,-73.96451569,40.77754974,116
5,13,1,-73.97821045,40.77716064,-73.95762634,40.77454758,806
5,21,1,-73.98357391,40.73841858,-74.00548553,40.73955917,599
3,10,1,-73.98471069,40.76018143,-73.97956085,40.75270462,364
5,19,1,-73.98989105,40.74715805,-73.97494507,40.741745,433
5,18,4,-73.86347198,40.76981735,-73.87153625,40.76310349,598
4,09,1,-73.9758606,40.7572403,-74.17759705,40.69094849,1665
4,09,1,-73.95665741,40.78076935,-73.96964264,40.80010223,838
5,13,3,-73.87300873,40.77412033,-73.97607422,40.74991226,1699
2,16,2,-73.97163391,40.78196335,-73.98168945,40.77899551,331
1,00,2,-73.98435974,40.74898529,-73.99628448,40.71605682,622
3,18,1,-73.97097015,40.76412582,-73.96228027,40.77618027,343
1,14,1,-73.86691284,40.77187729,-73.79469299,40.7347908,998
3,09,1,-73.95521545,40.78024673,-73.86183167,40.76845551,1365
6,10,2,-73.95274353,40.77225876,-73.97776794,40.73911285,592
3,07,1,-73.97257996,40.74890518,-73.96156311,40.76051712,313
4,14,1,-73.95526123,40.78024292,-73.96987152,40.7897644,890
5,18,6,-74.00283813,40.76036072,-73.98841095,40.77898026,558
4,10,1,-73.99006653,40.75193405,-73.98975372,40.72386932,1389
6,21,1,-73.99008179,40.75673676,-73.95513153,40.67752457,2556
5,21,2,-73.94952393,40.77661133,-73.94267273,40.78596878,135
1,19,2,-73.99514008,40.75,-73.99369812,40.73550034,533
1,08,3,-73.96012115,40.7819519,-73.9719696,40.75503922,1035
3,20,1,-73.99752045,40.721241,-73.98800659,40.72082138,574
2,15,1,-73.99837494,40.72592545,-73.99031067,40.73112869,304
2,08,3,-73.97830963,40.73715973,-73.9732132,40.74394989,138
5,20,1,-73.96511078,40.77508926,-73.95236969,40.76646042,559
3,02,1,-73.99250031,40.74044418,-73.84011078,40.71951675,1216
1,06,1,-74.00611877,40.7179184,-74.01350403,40.71568298,212
6,15,1,-73.95810699,40.74216843,-73.93170929,40.76806641,788
6,00,1,-73.78186035,40.64468384,-73.96192169,40.76703262,1746
1,19,3,-73.9619751,40.76773453,-73.95858765,40.77301025,123
3,00,1,-73.99806213,40.6748085,-74.00444031,40.73265076,853
4,19,1,-73.95108795,40.71106339,-73.9389267,40.70738602,268
5,13,1,-73.98010254,40.75370407,-73.99331665,40.74161148,704
4,03,1,-73.98155975,40.7663269,-73.91159058,40.7638855,2678
6,08,1,-73.99031067,40.71886444,-73.99554443,40.73687363,715
6,07,2,-73.97046661,40.79917526,-74.01721191,40.70519257,1081
2,16,3,-74.002388,40.74955368,-73.9777832,40.75408173,798
6,09,1,-73.99090576,40.75627136,-73.97681427,40.75968933,1348
3,10,1,-73.98690796,40.76160812,-74.00840759,40.71162033,1327
6,23,3,-74.00817108,40.74500275,-73.95509338,40.80483627,1030
2,18,1,-73.99488068,40.75021362,-73.96221924,40.71162033,2456
4,12,1,-73.96318054,40.77423096,-73.95555115,40.77869034,326
1,03,1,-73.98484802,40.72433472,-73.88411713,40.71671677,2159
2,18,1,-73.98181915,40.76896286,-73.98181915,40.76896286,227
6,06,1,-73.97602844,40.77612686,-73.94838715,40.77815628,1535
4,19,5,-73.98379517,40.75070572,-73.97735596,40.76612091,490
4,19,4,-73.97346497,40.76087952,-73.96613312,40.76120377,398
2,13,1,-73.98133087,40.74726868,-74.00549316,40.7390213,1034
5,06,1,-74.00452423,40.72419357,-74.00449371,40.7246666,189
2,18,1,-73.98253632,40.77566147,-73.9694519,40.80208969,1119
6,14,1,-73.9677887,40.76269913,-73.98147583,40.74219131,487
5,20,1,-73.98706818,40.75663376,-73.96030426,40.78077316,711
4,04,1,-73.98609924,40.71948624,-73.945961,40.71143723,654
5,23,2,-74.00778198,40.74094391,-73.97117615,40.80080032,947
5,03,1,-73.98506927,40.73220444,-73.91049194,40.69681549,1445
6,03,1,-73.98343658,40.73168182,-73.94800568,40.71416092,1276
2,17,1,-73.99115753,40.74578094,-73.98339081,40.77146149,1748
4,23,1,-73.98204041,40.75967789,-73.947052,40.77315903,750
4,07,1,-73.96120453,40.76055908,-73.94713593,40.77593231,300
3,18,1,-73.97058105,40.79904556,-73.98981476,40.76724625,963
4,17,1,-73.94978333,40.78056717,-73.96006775,40.77040863,313
1,23,1,-73.98743439,40.76013947,-73.99098206,40.7448616,621
4,18,2,-73.97445679,40.75692749,-73.96090698,40.78014374,921
4,23,2,-73.97541809,40.78707504,-73.94265747,40.82355118,892
6,07,1,-73.99404144,40.75113678,-73.9826355,40.76068878,318
4,17,1,-73.7901535,40.64661407,-73.98191833,40.75667953,2759
1,03,1,-74.00669098,40.73764038,-74.00388336,40.73809052,156
3,13,1,-73.98802948,40.73781967,-73.97206879,40.74607849,791
4,09,1,-73.95252228,40.76626968,-73.98342896,40.73437881,962
2,11,1,-73.86378479,40.76974487,-73.94625854,40.78041458,1378
2,18,1,-73.98693085,40.75093079,-73.97830963,40.75326157,220
6,18,1,-73.96263885,40.76822662,-73.95355988,40.77282333,448
1,15,1,-74.00012207,40.71784973,-74.01457977,40.70967484,878
4,13,1,-73.86968231,40.77254868,-73.91340637,40.6807785,1610
3,11,5,-73.98683167,40.76182938,-73.97783661,40.79212189,604
4,20,2,-74.00392914,40.72579575,-73.99887848,40.7347641,191
5,17,1,-73.97971344,40.7605629,-73.99338531,40.73662949,1073
4,15,1,-73.96151733,40.76602173,-73.94972229,40.78192902,278
4,12,6,-73.98127747,40.78036118,-73.97615051,40.78860092,289
6,12,3,-73.95606232,40.76415253,-73.9434433,40.79118347,632
1,13,1,-73.99198914,40.74379349,-73.97470093,40.76340103,613
2,13,1,-73.98872375,40.73697662,-73.98272705,40.75034332,805
4,15,1,-74.01730347,40.70536041,-73.97393036,40.76156616,1217
2,17,1,-74.00398254,40.74847031,-73.99505615,40.74294281,285
3,17,1,-73.97864532,40.74093246,-74.01269531,40.70158768,1047
5,03,1,-73.88404083,40.74760818,-73.90461731,40.74769974,404
6,05,1,-73.99036407,40.75624084,-73.9729538,40.75728989,356
5,02,1,-73.98666382,40.7216835,-73.97257233,40.68587875,1312
5,18,2,-73.9590683,40.77566147,-73.9590683,40.77566147,1109
3,11,1,-73.97598267,40.75774765,-73.98216248,40.74074936,422
4,19,1,-73.94769287,40.78329849,-73.96104431,40.75665283,926
5,18,1,-73.95478821,40.77796555,-73.94776917,40.77957916,115
5,18,1,-73.88523102,40.77294159,-73.94695282,40.77526093,2040
2,11,1,-73.9899826,40.75159836,-73.99443054,40.74100113,339
4,00,1,-74.00437164,40.74234772,-74.01072693,40.72361755,865
3,07,3,-73.96108246,40.76911926,-73.95694733,40.78342056,466
5,08,1,-73.98027802,40.77019119,-73.96378326,40.77413177,428
3,06,5,-73.98213959,40.77532578,-74.00984955,40.72169876,1279
5,04,2,-73.98937988,40.71982574,-73.98260498,40.75750351,676
2,07,1,-73.91998291,40.74357224,-73.92677307,40.75527573,292
4,09,1,-73.94529724,40.77434921,-73.95543671,40.77859879,395
6,11,1,-73.97192383,40.79190445,-73.96954346,40.76530075,1005
6,11,1,-73.97866058,40.75630188,-73.98812866,40.73735046,705
6,11,1,-73.98583984,40.72690201,-74.0142746,40.70406723,788
3,21,3,-74.00772095,40.74300385,-73.98937988,40.7478447,320
6,13,1,-73.99458313,40.70299911,-74.0041275,40.71292877,566
6,22,1,-73.97935486,40.75619125,-73.97912598,40.74298096,515
1,08,1,-73.96953583,40.75521851,-73.97652435,40.74794769,1197
3,17,1,-73.99720764,40.7240715,-74.00061798,40.73215485,449
5,14,1,-73.99040985,40.71879578,-73.98690796,40.75088882,1457
4,04,1,-73.98714447,40.72949982,-73.96070862,40.79747009,1151
5,11,1,-73.96218872,40.75913239,-73.96263123,40.77317429,603
4,16,1,-73.98549652,40.74745178,-73.97907257,40.72803879,724
2,09,1,-74.01647949,40.71540833,-74.01275635,40.70661163,1198
3,11,1,-73.95519257,40.77999115,-73.95780182,40.77650833,72
3,16,1,-73.96116638,40.77783203,-73.96604156,40.76386642,822
1,22,5,-73.78621674,40.64528656,-73.99307251,40.7297287,2453
3,07,1,-73.98535919,40.73841095,-73.87042236,40.77368164,1356
2,22,1,-73.98139954,40.77879333,-73.97652435,40.78249741,93
5,02,1,-73.9890213,40.71891022,-73.99648285,40.72117996,155
6,11,1,-74.00102997,40.75665283,-74.00099945,40.75662613,40
4,22,2,-73.95511627,40.76900101,-73.97154236,40.78536987,461
6,17,2,-73.9839859,40.73787308,-74.00466919,40.70838928,741
5,10,1,-73.99572754,40.75408173,-73.9839325,40.74654388,1092
5,19,1,-73.95237732,40.81076813,-73.97606659,40.78114319,709
2,16,1,-73.95397949,40.7638588,-73.99643707,40.71551132,1143
1,06,1,-73.93982697,40.69956207,-73.93199921,40.68913269,256
2,01,2,-73.97908783,40.7594986,-73.97956085,40.72433472,660
6,07,1,-73.96575165,40.75957489,-73.97911835,40.76510239,357
2,08,1,-73.93280792,40.75893021,-73.9832077,40.76700974,836
4,20,1,-73.96572876,40.76873016,-73.95587921,40.67308044,2120
6,10,1,-73.98088074,40.78433609,-73.95667267,40.78061676,570
5,02,2,-73.92628479,40.70328522,-73.9380188,40.70040894,293
2,19,5,-73.97648621,40.75498962,-73.99115753,40.75128174,806
5,14,1,-73.98630524,40.77702332,-73.9858551,40.77679062,1778
2,12,1,-74.00413513,40.7428093,-73.98779297,40.74486542,975
2,08,3,-73.98253632,40.77508163,-73.97176361,40.78459549,464
4,12,1,-73.95469666,40.77397919,-73.96845245,40.76150894,621
1,06,1,-73.99150085,40.74489212,-73.98327637,40.76048279,333
2,13,2,-74.00970459,40.73965454,-73.99959564,40.72883606,769
2,19,1,-73.98819733,40.76428986,-73.87281036,40.77445602,2554
1,18,1,-73.99656677,40.73197556,-73.97901154,40.74990082,952
3,08,1,-73.96713257,40.79346466,-73.97039032,40.79574966,180
1,13,1,-73.99024963,40.75728607,-73.96398163,40.75691986,620
6,09,1,-73.99453735,40.76602554,-73.98638153,40.74906158,862
6,14,1,-73.97790527,40.75487137,-73.95277405,40.76816559,918
6,07,1,-73.96751404,40.76615524,-73.96052551,40.77144241,300
4,16,3,-73.95294189,40.81018829,-73.94551086,40.77811813,993
2,17,1,-73.86365509,40.7696228,-73.91322327,40.87279892,1968
5,10,2,-73.94435883,40.80830765,-74.01231384,40.70384598,2113
5,23,1,-73.99220276,40.74496841,-73.98139191,40.7469902,396
6,15,1,-73.7818985,40.64477158,-73.98589325,40.76015854,6187
5,00,1,-73.96807861,40.75937653,-73.98486328,40.76865005,606
4,11,2,-74.00447845,40.72269058,-73.87107086,40.77425003,1466
2,23,1,-73.983284,40.77374268,-73.98738098,40.78037262,392
6,13,3,-73.98287201,40.74498749,-73.98928833,40.74467468,226
2,19,1,-73.96679688,40.76700974,-73.98178864,40.75228882,645
4,14,1,-73.98274994,40.75415421,-74.01538849,40.71124649,1315
4,23,1,-73.9825592,40.74235153,-73.99250031,40.7252655,619
1,18,1,-73.95459747,40.76961899,-73.94959259,40.77706909,175
3,18,1,-73.99554443,40.74401093,-73.98324585,40.76367188,906
5,18,2,-73.9544754,40.78369522,-73.96351624,40.77006531,342
4,20,3,-74.00865936,40.71960831,-73.99893951,40.72792053,673
6,00,2,-74.00125122,40.73632431,-74.00869751,40.7069664,645
2,00,1,-73.98838806,40.72002411,-73.99253082,40.65903854,1484
6,01,1,-73.97554016,40.73563004,-73.9629364,40.71200943,1275
3,10,1,-73.98038483,40.76564407,-73.99131775,40.77445221,589
3,22,1,-73.78242493,40.64428711,-73.85658264,40.72550201,1342
4,13,1,-74.00067139,40.75825882,-73.99461365,40.75053024,527
2,18,1,-73.96194458,40.76454163,-73.96845245,40.7630806,314
6,06,3,-74.0010376,40.74151993,-73.98032379,40.76044846,503
3,14,1,-73.95288086,40.76646805,-73.97863007,40.76192093,1050
5,05,1,-73.96812439,40.80043793,-73.865242,40.77065277,1233
1,09,1,-73.98117828,40.72090149,-73.97738647,40.72608566,204
2,19,2,-74.00583649,40.74547577,-73.99402618,40.72840118,871
6,14,1,-73.95941162,40.77422714,-73.95346832,40.77942276,248
2,02,1,-73.87073517,40.77365875,-73.85991669,40.82909012,896
1,15,1,-73.97827148,40.74565506,-73.96525574,40.75829315,734
6,08,1,-73.97371674,40.79469681,-73.9744339,40.78911972,221
2,10,6,-74.01300049,40.70243835,-74.01428986,40.71250153,350
2,16,1,-73.99181366,40.74377823,-73.97116089,40.79272842,1259
4,15,1,-73.97419739,40.75749588,-73.95983887,40.77548981,711
2,07,1,-73.94715118,40.7761879,-73.97302246,40.75549316,851
1,15,1,-73.88522339,40.77272797,-73.98058319,40.7816658,2629
6,10,1,-73.99411774,40.75108337,-73.97214508,40.76348114,551
4,01,1,-74.00403595,40.74197388,-73.97395325,40.76431274,650
4,18,1,-74.00796509,40.71509933,-73.95983887,40.77038193,1356
5,19,2,-73.98228455,40.77881241,-73.96128845,40.79861832,594
2,09,1,-73.97268677,40.75586319,-73.97733307,40.75867462,940
2,10,1,-73.96188354,40.75629044,-73.96802521,40.75571442,159
1,15,1,-73.99230194,40.75033569,-73.96540833,40.76888657,1570
2,22,1,-73.95488739,40.77329636,-73.96908569,40.80277634,808
2,21,2,-74.01016235,40.71992111,-73.97490692,40.75691986,1397
2,06,1,-74.00744629,40.73351288,-74.0036087,40.75641251,466
5,13,2,-73.97587585,40.76089478,-73.97186279,40.75015259,750
4,15,1,-73.97346497,40.78455353,-73.91751862,40.77385712,2235
6,20,1,-73.86284637,40.76906586,-73.96763611,40.75602341,1219
6,16,1,-73.99922943,40.72288132,-73.98287964,40.77829742,2052
1,10,1,-73.97603607,40.77617264,-73.9592514,40.75918961,803
1,22,1,-73.97712708,40.75587845,-73.93854523,40.8098526,666
3,08,1,-73.77718353,40.64649963,-73.98500061,40.76091766,5109
2,01,1,-73.98999786,40.71976089,-73.94625854,40.77296066,931
2,19,6,-73.98796844,40.72822571,-73.97849274,40.76476669,946
6,11,1,-73.9644928,40.76395035,-73.96803284,40.76535034,373
